x,y
6246670.159,2076561.128
6246493.413,2077576.71
6252456.505,2083393.646
6306631.456,1907256.505
6251981.874,2084187.053
6232674.195,2067149.186
6268314.454,1850843.33
6241061.043,2047262.835
6318289.565,1996478.28
6243749.579,2074788.008
6302609.994,1799221.006
6256289.918,1838376.236
6335813.012,1839312.974
6335809.012,1839155.973
6365764.857,1889909.159
6274447.996,1850689.048
6310425.019,1978918.458
6351250.787,1854966.772
6262766.828,1831112.557
6307486.687,1852392.585
6293791.183,1905306.983
6253211.294,1834723.54
6309699.871,1846010.76
6323193.241,1823787.077
6252908.68,1834745.535
6250732.273,2082998.342
6258396.634,1830308.062
6175711.893,2088880.851
6256753.346,1837628.529
6184519.196,2083263.054
6156253.024,2086310.813
6481522,1827751
6270079.486,1852085.002
6263630.012,1870673.925
6261518.503,1832306.923
6299239.107,1846907.456
6246462.184,1983273.128
6151905.736,2090184.038
6264835.038,1990314.151
6325685,1868648.5
6270301.268,1900662.065
6255314.635,1832051.504
6324611.625,1861258.686
6315057.044,1784255.322
6291051.331,1830280.723
6469296.899,1968739.98
6291842.302,1830071.214
6233373.666,1986005.366
6321928.059,1853873.274
6242985.425,2082631.814
6488219.668,1799412.726
6158448.308,2086394.519
6267768.272,1995272.281
6239551.291,2072410.166
6341726.086,1845011.356
6327787.962,1835587.749
6423396.479,1903782.66
6374792.42,1927440.212
6246818.067,2077032.098
6275866.336,2006095.339
6233363.808,2070583.448
6249289.559,2083068.577
6205695.122,2114115.685
6280151.306,1826418.159
6255615.358,1971726.478
6225970.594,2026927.508
6225296.496,2026736.368
6173359.964,2089287.515
6406457.867,1895533.141
6253714.418,1986187.153
6248135.631,2083065.882
6308984.16,2072363.496
6224307.936,2053186.114
6161879.365,2100520.846
6243123.538,2082057.841
6237439.385,2034595.998
6289365.114,1999977.349
6172545.812,2090434.513
6257303.789,1831141.438
6255715.501,1831893
6341807.866,1844874.225
6207023.429,2038217.17
6239618.346,2064747.451
6256618.339,1877802.54
6228478.883,2055607.201
6241961.186,2077447.158
6206672.565,2038390.254
6285184.817,1845100.061
6227372.916,2061110.669
6350906.944,1854183.017
6427202.929,1887584.403
6405660.711,2004865.537
6227673.98,2061023.1
6231286.774,2028160.624
6242912.751,2076989.768
6233455.727,2066263.362
6158421.769,2093866.052
6293858.616,1827532.081
6202033.781,2036694.061
6302608.5,1799062.002
6277728.005,1853530
6256270.005,1838519.024
6535295.501,1830464.961
6246788.448,2078267.528
6279016.076,1853261.497
6528339.351,2059416.885
6246571.741,2077705.819
6243749.381,2080915.704
6159490.878,2099172.641
6289382.83,1806802.132
6334845.725,1819452.911
6264250.223,1871067.353
6323109.809,1888074.46
6157101.314,2087850.258
6246747.213,2078954.07
6310521.94,1977472.442
6253199.544,1869339.795
6271871.34,1851337.916
6176903.884,2088729.776
6242653.239,2077515.01
6256293.437,1838062.601
6244294.404,2074399.371
6377921.029,1924238.078
6500408.403,1903593.169
6266889.162,1996022.477
6244189.372,2078370.933
6227791.975,2061102.451
6296556.965,1850436.459
6208692.138,2035304.895
6292207.499,1829542.999
6301002.479,1992654.654
6323191.718,1823839.244
6389113.931,1957348.651
6290058.075,1794357.497
6257056.478,1835364.328
6315722.452,1855561.313
6256230.454,2017055.965
6345279.557,1810780.997
6284138.661,1983820.302
6270734.257,1852043.423
6343195.086,1845137.365
6327341.601,1836013.664
6319381.573,1789049.248
6248097.79,2080912.865
6306585.649,1907149.107
6284150.02,1845989.325
6301173.976,1846959.989
6243844.074,2074193.036
6306217.026,2045937.898
6241493.567,2079942.188
6409206.019,1972676.667
6236522.791,2055767.904
6241330.073,2007815.279
6270642.857,1840637.126
6339005.196,1823035.923
6246636.167,2078327.434
6224457.782,2004753.619
6251708.178,1928317.075
6307809.919,1828005.923
6231852.092,2060098.638
6469380.005,1968652.904
6269759.397,1851630.013
6302707.745,2042008.461
6269532.514,1839635.659
6262867.066,1831206.231
6162181.763,2087609.106
6496634.205,1840456.541
6552629.541,1822227.205
6247228.119,2076081.936
6202326.579,2041898.322
6378084.398,1924454.045
6231846.503,2028120.998
6340611.503,1894243.998
6286090.016,2001364.946
6255530.077,2059116.004
6271883.397,1850227.952
6338681.979,1822005.15
6241031.629,2079277.818
6405061.251,2092981.997
6290297.856,2092569.298
6457651.137,1972575.702
6301520.221,1996745.036
6295712.011,1921438.449
6301632.634,1996200.461
6255779.787,1830394.403
6264111.422,1871157.55
6257657.006,2007456
6258741.988,1863175.998
6272509.404,1844684.854
6203748.032,2040551.05
6227481.497,2061023.927
6257367.485,1829127.09
6338819.093,1804116.025
6342210.897,1844826.438
6516833.415,1932964.253
6257278.668,1829234.926
6219301.154,2061102.923
6493732.816,1816447.529
6212656.354,2022821.974
6295395.738,1828315.295
6342066.676,1844738.802
6272091.501,1851791.45
6477417.457,1878488.573
6333076.999,1850301.497
6290163.993,1905071.994
6538612.681,1834687.162
6313810.193,1837007.09
6314037.946,1836605.984
6302039.8,1934193.323
6323004.927,1799249.482
6247143.095,2012455.019
6297008.303,1999253.786
6322451.925,1799293.975
6208753.601,2035587.685
6342768.362,1819844.139
6237467.694,2035658.384
6242243.596,2076943.893
6269019.672,1851294.721
6242879.478,1975769.266
6159810.513,2097927.428
6499738.413,1851903.738
6301212.418,1861914.053
6256898.954,1837029.736
6293922.417,1829525.561
6260227.821,1968122.758
6258943.096,1830723.112
6331656.446,1844966.36
6168162.826,2090295.588
6231347.612,2059908.792
6340924.004,2020576.202
6247271.765,1878988.689
6212645.361,2021039.263
6181668.398,2067542.942
6320849.542,1807630.422
6268216.585,1996250.833
6206384.883,2039026.237
6284877,1847025
6299053.999,1830212.503
6231848.509,2028289.987
6335801.011,1838840.976
6310145.701,1979983.298
6239760.21,2060756.51
6172637.771,2100923.837
6406819.486,1896837.381
6281973.961,1970655.07
6231734.734,2030014.097
6292144.348,1905629.131
6250130.363,2083269.045
6220991.456,2057578.875
6176803.102,2088571.779
6280528.557,1824911.057
6270083.577,1852118.022
6282412.944,1827778.443
6231853,2028633.994
6250341.241,2077260.237
6250862.646,1875303.872
6322953.134,2001169.168
6185208.53,2082978.579
6271093.969,1900293.407
6233545.884,2066194.71
6290056.311,1884440.307
6265879.596,1846360.614
6281417.37,1854498.576
6313048.72,1989523.858
6268206.961,1989500.261
6232542.75,2067058.725
6334062.889,1872357.616
6256025.741,1886713.301
6396628.23,2084768.683
6200139.108,2078595.02
6312309.327,1852351.737
6231851.006,2028461.994
6272017.989,1851844.392
6247279.378,2076047.741
6371746.019,1948984.093
6171521.231,2101084.317
6239922.668,2062495.821
6253621.456,2083920.641
6181659.451,2100371.199
6267619.831,1832300.298
6273798.788,1835420.103
6243183.343,2041879.464
6247021.488,2077242.489
6237302.865,2054278
6268302.01,1850794.502
6256827.035,1831897.232
6255044,1835773
6304842,1970429
6250209.796,1932477.132
6261516.5,1831867.999
6299420,1793372.994
6248623.947,2082359.508
6288616.407,1899727.796
6257717.023,1830153.02
6373921.947,1925959.704
6215698.871,2024422.982
6159369.954,2098904.892
6299045.979,1846326.904
6159840.052,2110036.36
6377812.996,1835257.855
6313594.639,1903155.063
6220381.481,2065928.497
6257567.328,1829637.273
6239464.229,2063432.692
6160746.974,2110922.175
6341640.806,1845155.833
6345848.279,1884058.293
6342948.032,1844392.601
6243382.828,2077476.077
6321697.608,1885570.301
6500071.077,1879329.62
6292058.841,1983522.898
6282612.613,1989114.854
6251130.272,1938931.469
6202883.883,2041101.32
6436428.795,2070868.095
6175810.508,2089015.247
6217172.851,2030479.977
6314670.02,1831103.935
6254711.501,2087373.035
6274102.858,2047508.008
6317432.791,1994737.742
6278991.722,1850554.937
6268858.686,1839703.239
6342227.15,1845222.787
6207458.184,2070183.155
6243314.053,2077371.405
6273819.902,1835860.575
6380156.459,1959475.16
6366832.583,1889752.808
6256510.758,1823659.671
6316517.284,1814706.36
6332252.75,2067168.025
6265892.096,1980871.218
6220606.846,2058197.966
6279645.662,1825834.154
6156816.105,2087444.915
6297894.932,1992905.857
6249445.527,1875339.898
6327150.961,1863028.715
6337266.311,1818993.468
6257238.547,1830069.463
6259517.952,1991190.102
6289080.5,1903798.013
6331231.316,1984799.984
6265096.03,1996324.556
6225337.831,2071972.49
6243646.201,2080982.97
6348735.773,1821226.92
6264885.084,1989707.478
6231986.189,2029259.695
6237074.412,2055487.628
6237856.532,1975508.241
6285308.604,1845197.802
6282615.164,1827563.677
6200093.32,2078758.674
6298879,1830212
6339009.344,2067221.395
6342508.907,1845006.747
6227865.982,2061034.089
6232080.3,2029108.32
6202275.602,2036446.683
6465290.229,1952043.926
6208526.332,2037453.344
6248298.19,1889077.097
6251911.045,1872438.437
6323032.677,1823735.557
6232394.981,2067593.021
6230436.788,2058712.817
6251330.746,2042846.478
6536341.688,1848410.169
6301576.835,1996938.668
6314434,2002335
6337147.033,1881376.126
6246084.5,2077518.001
6300250.999,1846975.501
6340150.97,1893301.143
6404075.458,2085922.621
6457114.061,1809573.137
6320339.295,1853222.324
6468247.468,1955378.312
6343162.956,1868119.393
6243100.486,2073448.407
6246788.654,2076839.734
6265178.441,1993287.335
6253600.33,2084092.028
6167310.644,2111229.644
6250289.808,1988716.909
6489359.662,1906296.592
6294446.227,1904909.616
6267895.314,1996580.677
6256256.614,1837766.296
6367389.225,1889068.355
6321611.234,1852580.48
6301077.959,1862024.17
6258848.15,2023869.947
6294090.097,1784707.808
6272903.337,1835968.276
6241123.642,2072796.889
6244279.337,2075401.849
6220323.084,2051021.379
6261506.812,1847323.696
6257730.726,1830028.117
6238883.857,2064435.926
6207566.86,2037386.355
6321027.768,1886015.974
6321749.093,1998911.022
6310323.322,1831353.811
6240249.594,2072452.06
6291233.633,1906004.787
6334806.813,1884414.936
6268289.469,1996412.008
6157197.416,2087843.289
6159332.95,2098730.37
6161124.099,2087427.684
6232245.162,2029290.724
6209015.355,2036312.771
6253657.315,1854927.258
6291046.475,1799606.308
6297537.643,1915991.645
6477415.951,1878664.449
6300707.154,1846466
6457909.148,1974165.673
6266070.561,1980841.245
6243210.214,2072662.524
6244203.093,2075245.31
6553309.788,1819898.957
6268473.028,1850897.21
6211786.268,2025078.336
6508436.638,1891746.772
6372907.171,1926627.035
6252118.499,1938678.492
6531030.852,2059189.996
6297476.012,1842747.5
6429270.999,1884599.049
6548958.87,1826161.53
6242056.165,1968909.428
6262713.004,1831656.087
6355189.66,1852057.616
6288107.495,1842876.942
6251797.012,2087382.394
6270337.708,1852862.699
6244719.252,2075427.593
6211334.758,2026772.799
6238395.82,2054831.756
6266126.038,1997157.638
6254732.995,1836001.995
6374837.156,1924891.461
6298542.306,1984541.935
6322540.208,1884617.927
6270825.661,1840259.479
6361272.336,1872682.988
6205938.315,2038144.237
6252468.768,1938404.954
6237399.355,2003091.822
6230220.647,2058919.63
6239989.576,2062364.808
6251419.797,2042715.872
6170592.481,2100477.279
6175654.53,2089451.483
6253603.108,1988277.608
6338233.984,1890649.63
6255293,2002709
6338234.255,1890835.628
6322689.959,1859683.233
6243502.837,2077504.352
6297842.794,1877462.248
6313492.156,1903201.837
6226027.057,2051643.981
6205307.935,2042876.766
6252325.963,1938676.168
6263837.162,1871335.894
6343424.202,1867948.335
6231764.788,2028514.418
6288364.177,1979826.643
6291123.689,1905067.255
6377398.597,1916688.021
6307306.547,1995805.197
6241513.75,2080379.383
6247319.817,2076699.227
6293884.751,1828508.677
6336850.269,1894215.412
6301512.763,1996611.613
6330828.199,1865511.897
6355301.994,1895530.908
6252839.297,1869558.46
6252717.568,1974329.819
6208775.72,2024890.176
6212551.153,2022897.352
6343080.998,1845713.703
6279983.787,1825475.118
6261421.738,1832392.982
6241098.083,2079442.208
6238891.433,2061002.81
6212187.145,2022727.736
6255423.996,1843608.792
6255408.618,2004453.954
6295466.563,1975283.549
6208231.1,2036373.858
6291093,1832715
6339107.874,2058384.635
6279010.976,1845867.208
6543719.389,1864260.756
6239465.543,2063395.297
6252848.239,2082615.324
6375386.745,1949927.828
6174841.514,2089667.19
6295144.619,1828530.313
6302611.995,1799394.005
6212772.704,2021805
6301728.484,1996608.495
6270563.967,1840570.488
6272085.404,1840009.043
6343166.587,1867945.587
6377907.902,1924582.667
6513259.262,1875841
6322675.915,1799263.982
6253291.834,2084258.877
6244854.829,2075312.598
6266984.458,1995778.593
6333890.274,1818146.59
6493898.847,1816403.412
6316220.213,1850730.819
6278017.535,1991484.285
6172740.036,2100945.471
6359940.529,1858147.964
6251945.033,1933372.723
6251228.993,2085577.357
6227559.916,2060649.004
6238505.507,1988457.158
6289124.033,1807896.118
6293332.351,1828564.274
6301404.825,1995608.892
6373106.59,1871364.13
6320994.08,1981732.64
6208656.889,2035678.551
6475199.261,1879322.755
6291092,1832334
6302686.005,1838033.995
6239054.14,2054756.399
6300995.967,1846964.488
6306176.628,1971168.664
6246817.707,2078154.872
6158772.247,2101214.216
6239623.798,2072361.091
6204935.329,2039334.26
6272422.133,1834958.765
6240142.18,2076164.104
6409808.839,1977571.076
6256281.236,1837612.951
6281480.984,1999767.644
6268959.952,1839670.132
6268092.496,1996209.203
6260199.156,2015187.983
6385138.842,1893772.928
6267842.35,1995431.309
6266443.173,1997346.684
6351933.731,1893249.184
6282306.533,1989778.346
6227765.995,2060944
6300803.967,1846969.501
6290835.199,2088935.791
6227289.001,2061017.047
6240875.777,2064991.481
6527574.579,1847914.527
6264681.932,1870984.864
6157472.38,2089870.381
6298345.931,1987161.991
6327424.748,1989286.572
6208411.686,2035925.717
6377484.614,1916583.237
6227382.467,2060930.546
6291092.503,1832905.001
6227581.979,2061105.99
6241249.319,2072820.215
6381510.802,1894730.728
6274427.835,1830760.843
6250654.475,2083101.441
6254591.827,1834815.837
6253544.119,1854777.66
6236748.594,2054368.545
6267602.667,1995704.105
6173549.581,2090151.008
6297773.656,1862880.855
6227126.454,2055679.529
6272563.988,1836126.206
6238526.981,2056312.505
6259454.724,1859589.003
6264159.501,1870003
6344347.293,1806907.251
6342589,1845348.005
6342594.5,1845742.012
6234350.012,2071802.47
6176226.945,2089775.029
6343346.912,1806024.53
6315769.747,1850379.391
6299685.427,1850277.898
6244944.353,2080810.904
6265298.911,2077524.837
6240289.844,2072567.931
6373401.518,1927010.904
6267460.191,1995835.484
6167990.69,2090347.958
6489423.602,1801758.726
6493630.69,1816840.239
6352849.706,2055854.423
6233588.989,2029728.264
6403923.57,1969829.96
6264714.98,1973315.351
6377986.935,1924307.711
6360095.359,1858595.646
6535970.797,1830589.793
6208414.919,2035129.415
6253042.617,1834730.263
6308063.819,1852839.55
6323870.168,2048471.013
6246285.044,1983279.72
6493997.485,1800099.223
6349204.453,1781235.843
6267317.015,1995834.92
6336485.599,1839640.638
6327607.257,1812338.083
6253042.047,1853014.03
6285955.999,1844422.5
6293063.995,1902498
6301122.771,1995518.214
6310393.675,1831461.465
6285244.149,1844954.99
6243769.283,2081044.033
6288797.068,1899768.12
6257123.966,1833707.493
6343129.804,1844353.392
6229338.907,2053524.83
6237392.545,2034764.175
6265706.382,1846382.582
6264125.654,2005834.976
6240327.542,1973003.412
6158375.116,2088258.05
6326240.995,1857160.005
6241593.607,1983018.201
6386321.285,1935978.716
6237413.193,2035490.06
6337689.867,1823587.952
6208537.96,2035719.294
6265899.979,1874580.024
6258877.288,1830753.141
6212248.011,2022841.697
6381813.717,1866676.362
6294657.812,1905137.225
6273163.14,1850062.981
6371848.7,1948905.7
6267911.817,1996281.867
6269978.111,1835010.209
6342586.5,1845152.011
6232246.533,2068058.571
6293873.227,1905411.728
6233463.864,2066104.792
6236587.878,2007783.161
6301467.437,1995483.633
6550968.854,2013573.983
6177678.017,2088061.247
6263432.16,1837041.811
6240357.894,2072509.541
6294312.361,1904940.411
6376872.183,1843778.36
6207435.655,2036864.399
6355191.999,1869850.503
6325315.239,1804383.715
6500589.188,1903619.274
6428567.541,1889209.429
6361248.855,1872453.11
6294486.723,1905036.16
6211806.051,2026178.333
6264622.928,1870191.302
6283471.103,1992669.542
6233549.019,1986042.286
6238384.078,2014601.815
6250379.666,2037714.54
6263865.033,2005735.172
6327409.691,1812336.756
6217777.165,2031056.69
6377053.097,1918665.225
6288990.475,1899811.757
6500493.998,1903730.96
6250518.078,2064861.573
6251985,1938672.005
6342591.5,1845545.011
6342513.202,1844344.608
6535289.003,1830645.92
6243715.212,2044572.627
6264402.11,1870968.428
6227364.796,2060657.062
6291808.23,1799256.673
6293885.746,1828353.358
6239053.035,2061280.023
6173639.487,2090260.211
6522626.899,1808848.597
6298020.694,1952772.329
6257288.984,1837061.004
6422133.564,1860584.324
6234615.815,2052096.8
6154806.322,2086624.129
6159598.88,2086611.423
6256749.853,1824760.11
6243286.353,2042172.028
6397214.12,1824535.63
6244628.98,2078142.99
6285307.675,1845114.008
6406805.21,1896757.538
6172075.778,2090033.158
6165041.15,2102157.682
6520680.632,2039541.308
6243354.373,2081529.219
6252365.031,1938485.809
6396770.973,1969616.42
6248333.124,2082128.591
6159699.56,2087094.579
6553302.168,1819937.311
6228335.644,2055718.888
6233594.235,2069260.465
6271886.488,1850907.908
6460874.985,1970876.723
6377654.13,1916535.707
6237464.499,2061901.001
6221039.969,2057562.44
6523010.128,2031519.939
6293208.556,1902758.705
6248631.318,2080028.545
6210969.841,2027043.176
6172832.758,2090415.017
6271874.521,1838556.277
6258360.528,1898166.015
6265151.97,1990640.035
6242669.397,2051426.675
6245302.412,2080345.574
6292438.726,1831205.448
6229323.072,2053507.218
6308073.288,1982308.726
6265261.645,1993397.921
6235257.918,1981150.409
6278363,1990290
6227756.933,2060641.293
6272768.695,1857159.792
6279755.954,1922854.831
6334025.895,1816211.815
6265275.979,1990478.952
6300490.231,1983544.385
6526976.498,1850054.031
6238008.423,2062803.586
6291873.939,1830213.172
6290333.489,2092388.255
6210662.44,2023569.96
6374248.184,1926469.607
6231891,2068458.999
6227904.955,2055229.065
6242438.545,2005180.65
6249041.586,2083001.038
6393940.555,1898010.756
6501022.016,1901674.239
6256739.539,1838173.211
6250117.703,2082744.692
6259858.463,1985759.431
6300979.542,1997031.303
6217149.871,2031703.47
6173748.686,2090167.491
6291815.999,1903863.498
6528469.178,2059457.974
6329888.16,1896358.18
6415127.289,1975633.33
6303576.119,1988327.172
6476372.443,1881456.314
6301861.297,1997100.316
6160756.448,2087327.286
6248726.988,2082447.032
6217284.825,2031749.041
6212549.794,2021722.042
6274638.38,2005337.33
6184671.419,2083665.015
6256738.746,1838247.301
6193176.464,2055696.949
6208829.727,2035280.133
6241293.469,2075527.971
6159448.638,2099072.077
6231994,2068918
6256739.096,1911357.256
6279466,2000569.995
6214080.607,2027105.189
6240676.454,1980959.724
6540204.208,1808659.206
6312944.086,2004013.703
6313112.796,1999658.021
6220601.574,2058717.338
6294198.283,1905573.871
6241767.313,2051217.552
6257004.149,1910651.901
6372998.906,1926598.431
6321865.836,2001285.628
6321020.995,1886178.926
6211636.057,2025444.087
6291533.005,1844757.994
6160488.958,2100918.938
6370766.716,1926670.213
6336796.998,2013694.566
6313573.105,1903253.579
6285862.016,1844319.078
6535827.375,1830448.698
6459819.581,1808705.932
6270653.121,1840176.018
6224789.677,2052324.182
6254471.796,1838121.481
6335895.768,1838793.105
6218964.084,2050120.287
6151655.791,2090047.03
6243209.284,2074627.033
6182358.573,2085907.177
6429931.653,1855639.418
6408445.596,1930351.462
6287032.173,1873298.669
6287240,1873298.669
6258987.558,1830686.124
6329813.095,1814391.34
6258540.573,1962084.978
6159273.086,2098017.478
6186718.293,2082177.912
6363698,1953035
6274214.754,1850617.692
6265340.414,2077513.911
6208519.712,2036968.989
6331469.917,1841285.39
6252640.14,2075388.716
6261512.272,1831373.003
6169713.47,2089967.75
6403013.736,1809058.304
6200220.912,2078427.816
6250833.729,2081663.693
6219156.668,2061035.022
6494440.595,1810773.606
6228106.052,2058291.493
6269712.819,1834258.759
6159525.592,2100100.431
6371968.274,1949005.822
6255779.707,1829149.283
6244031.636,2073647.54
6215758.36,2024553.071
6283796.076,1901301.015
6294339.004,2004445.49
6210486.4,2022161.006
6232040.254,2067642.012
6258473.273,1967933.644
6259064.554,1985401.679
6485170.855,1912629.747
6294350.288,1827876.359
6318758.522,1999290.838
6451238.055,1972277.446
6274607.688,1830670.666
6301766.826,1994617.022
6272706.255,1834825.074
6304740.167,1833908.005
6234191.178,2053576.272
6295179.674,1827510.427
6304832.459,1970274.591
6292668.064,1982315.935
6294526.043,1827994.029
6295980.951,1827505.984
6301844.123,1996676.471
6442320,1892349.995
6294280.499,1793449.011
6341281.248,1794482.671
6501007.707,1901466.251
6202884.303,2043141.414
6396248.793,1978563.982
6155740.624,2086420.502
6247916.701,1946824.853
6250472.436,2032363.024
6268891.611,1839613.629
6357297.61,1878015.629
6257690.318,1837971.786
6314812.525,2057981.127
6376989.125,1918737.424
6469482.942,1968732.485
6252158.558,1988887.121
6262222.8,2004721.433
6300006.399,1830359.379
6343213,1844949.225
6213948.784,2026752.477
6259125.758,1985304.803
6238807.205,2054932.676
6252067.509,1938252.06
6261900.072,1990116.916
6257496.882,2011132.598
6310707.473,1977438.882
6333843.183,2039096.306
6270602.99,1851629.921
6242920.83,2069197.054
6249632.995,1945694
6301341.172,1995742.404
6269543.42,1834386.56
6270402.594,1835690.945
6376907.227,1923853.177
6242784.142,2043002.72
6216188.427,2048602.659
6242311.452,2005015.727
6414983.16,2002023.594
6210578.069,2026028.977
6317541.513,1997545.032
6244833.625,2078163.42
6247963.371,2080932.205
6284750.753,1834288.459
6210612.161,2021990.277
6348601.232,1818267.732
6270113.532,1851695.27
6162206.731,2084781.067
6549289.803,1819102.364
6444613.024,2003457.426
6401573.499,2010433.412
6260561.957,1973434.475
6235051.447,1981128.368
6246799.015,2081948.937
6282002.792,1988598.49
6275502.455,1939460.606
6248246.797,2077669.174
6238975.774,2054940.22
6173081.951,2090057.845
6258834.999,2027567.958
6177596.454,2088222.033
6284495.946,1857535.471
6333153.558,1902975.069
6241161.038,2049452.124
6270088.526,1851480.723
6573208.486,1812967.962
6207637.91,2036903.845
6200638.005,2078759.148
6377734.003,1924247.377
6275220.493,2046356.99
6300926.37,1996332.957
6323027.72,1852593.558
6216217.046,2048612.188
6311497.752,1793053.562
6262187.716,1984764.671
6410907.673,1883508.597
6295559.426,2004329.772
6342848.223,1845412.615
6334082.123,1865036.927
6275998.29,1984328.906
6291179.937,1902128.37
6254927.854,1836698
6248467.974,2082289.469
6337281.547,1846327.307
6294150.199,1784829.285
6210638,2023422
6399987.496,1824715.005
6254935.01,1835861.5
6269856.995,1851727.964
6344778.31,1805509.669
6291589.803,1982228.398
6321316.45,1806293.636
6238930.44,2056142.121
6172959.053,2101399.475
6160836.849,2086887.517
6297724.264,1980587.232
6158774.232,2086461.082
6405160.499,1842146.78
6230372.877,2059053.329
6254934.005,1836138.005
6254934.995,1835999.995
6256536.01,1838210.506
6274317.061,1984305.785
6389638.803,1861124.648
6396718.669,2084648.669
6275874.755,1983697.029
6293771.341,1829647.206
6320139.276,1859313.641
6317714.935,2083517.079
6184430.256,2085159.649
6235302.804,2071605.512
6231464.657,2028228.08
6248067.758,1946682.898
6173087.743,2090397.483
6257963.257,1830785.517
6270589.368,1835581.078
6242460.918,2076732.602
6388313.136,1968960.522
6254934,1836274
6270258.761,1900566.403
6214652.013,2026136.583
6269703.351,1869868.026
6202422.611,2036943.147
6240148.834,2048901.694
6343137.887,1845321.351
6290658.464,1799545.408
6311570.245,2003396.488
6231453.321,2068367.167
6262372.87,1842342.37
6314546.998,2001748.498
6254707.972,1836555.489
6482246.013,1826894.959
6194894.955,2052856.449
6508791.676,1895211.253
6214012.772,2068713.187
6313454.281,1989728.641
6291149.362,1982102.493
6232528.267,2070102.128
6161149.556,2087627.903
6171036.464,2088596.904
6246880.577,2082085.022
6494115.033,1801372.049
6527628.092,1836269.114
6254928.995,1836552
6254933.005,1836412
6252801.388,2082649.59
6279043.013,1825914.013
6249236.526,2083087.011
6203941.563,2037344.036
6333635.012,2064314.008
6271142.435,1900342.694
6189789.364,2085409.91
6238962.232,2055083.632
6263751.517,1871497.747
6454899.86,1972931.732
6254708.001,1836698.634
6385974.83,2075430.793
6212087.435,2102744.71
6233146.027,2063624.853
6210686.74,2023721.407
6262437.049,1842336.715
6237148.802,2031879.234
6356374.881,1851703.071
6270164.864,1839663.482
6254567.018,1838254.162
6282111.127,1970666.105
6375227.294,1927230.586
6261262.915,1964636.776
6254710.018,1836412.999
6245047.506,2074924.482
6251842.753,2087296.246
6252630.619,2018688.28
6309689.418,1910091.42
6332800.841,1819692.21
6222120.723,2022225.319
6291874.756,1982504.527
6254162.578,1836312.294
6264939.764,1973312.797
6335767.059,1809008.302
6438358.1,1995890.161
6209593.745,2028335.742
6260622.309,1973463.455
6261403.999,1831781.498
6263353.004,1837542.004
6293274.99,1902495.493
6552140.8,1822290.4
6256706.043,1910267.648
6152242.952,2090561.016
6237330.574,2035297.774
6373280.297,1926883.167
6287624.996,2094098.002
6210230.663,2027504.31
6268274.398,2062662.325
6232291.946,2066569.799
6279372.869,1825567.363
6241094.843,2073350.595
6291773.995,1799232.556
6237554.996,2061935.002
6320811.69,1997060.317
6257398.835,1838443.994
6283734.479,1838035.86
6245972.654,2077607.09
6309528.206,1910098.575
6244112.311,2081295.029
6240951.487,2071912.309
6257211.824,1831231.526
6440858.325,1993843.14
6237650.238,1991280.372
6164694.85,2100643.145
6503764.704,1892148.336
6315981.363,1850134.756
6251980.514,1938458.946
6248189.795,2081969.123
6300241.8,1973990.105
6208897.911,2026557.484
6244218.02,2081321.573
6242284.266,2046811.736
6328154.625,2002450.367
6211126.023,2027040.443
6202586.144,2036691.837
6301208.871,1996918.619
6289150.891,1984818.005
6403181.485,1969357.273
6207559.068,2055539.492
6466555.702,1843564.52
6372977.045,1926657.848
6254679.637,1838268.484
6270917.605,1851983.22
6343126.657,1860126.61
6243404.193,2081405.274
6438840.001,1995221.535
6248154.785,2081042.222
6306702.224,1854437.892
6404274.393,1805812.182
6253411.613,1987316.235
6240893.018,2059508.304
6269411.839,1839545.92
6279030.498,1860828.124
6356947.073,1870202.766
6314130.612,1830715.653
6272560.912,1865903.213
6232169.26,2030522.95
6314321,2001749
6249870.771,2083336.997
6314731.466,1830910.604
6236616.47,2055614.89
6252651.53,2079839.89
6208119.289,2055684.285
6374634.294,1925275.84
6282062.952,1970743.292
6279076.116,1833299.315
6263328.598,1837139.279
6171057.962,2088815.258
6459941.146,1808597.485
6225433.908,2052422.211
6304605.744,1969552.309
6337700.438,1824422.585
6219908.771,2058513.901
6349696.671,1854665.712
6270157.745,1834893.945
6366432.414,1963552.771
6254709.01,1836140.506
6405060.273,2092782.968
6242885.955,1968792.527
6206584.148,2038737
6357070.91,1899275.404
6227561.268,2055664.227
6423430.982,1860334.156
6327643.423,1835716.385
6327811.517,2034734.756
6439043.456,1995025.513
6238618.575,2054820.4
6249985.155,2078390.534
6179972.639,2087056.066
6270578.436,1900065.023
6253418.913,1859036.496
6262377.078,2012180.533
6304915.267,1901026.223
6313415.294,1831110.933
6238327.532,2014403.433
6270448.109,1901728.919
6285226.612,1981613.74
6337850.759,2067285.68
6413876.155,1883679.35
6172709.545,2100840.729
6325145.012,2044416.67
6182163.626,2093298.764
6251772.117,2082885.648
6278580.179,1990289.902
6263680.948,1871536.557
6266097.68,1942231.832
6384928.267,1893800.14
6190914.412,2055108.097
6301273.737,1995530.32
6159758.355,2086885.243
6187388.527,2082731.32
6556456.321,1810506.386
6226428.904,2054589.609
6527408.487,1836683.525
6245976.501,2078287.993
6377526.424,1924245.163
6338672.059,1805262.21
6241171.495,2079639.487
6241696.005,2051082.591
6338900.008,1805167.091
6241161.219,2072894.956
6207285.953,2055350.265
6217300.416,2030105.707
6249821.667,2072279.109
6272732.653,1835958.922
6377904.872,1924633.601
